Criterion,Intent
"Pregnant women are excluded from this study because the study agents have the potential for teratogenic or abortifacient effects. Because there is an unknown but potential risk for adverse events in nursing infants secondary to treatment of the mother with the study agents, breastfeeding should be discontinued.",no-pregnancy-nursing
"Pregnant women are excluded from this study because vorinostat is a histone deacetylase inhibitor agent with the potential for teratogenic or abortifacient effects. Because there is an unknown but potential risk for adverse events in nursing infants secondary to treatment of the mother with vorinostat, breastfeeding should be discontinued if the mother is treated with vorinostat. Should a woman become pregnant or suspect she is pregnant while she or her partner is participating in this study, she should inform her treating physician immediately.",no-pregnancy-nursing
"Pregnant women are excluded from this study because VX-970 as a DNA-damage response (DDR) inhibitor may have the potential for teratogenic or abortifacient effects. Further, radiation therapy is known to have the potential for teratogenic or abortifacient effects. Because there is an unknown but potential risk for adverse events in nursing infants secondary to treatment of the mother with VX-970, breastfeeding should be discontinued if the mother is treated with VX-970.",no-pregnancy-nursing
"Pregnant women are excluded from this study because XL184 and nivolumab are agents with the potential for teratogenic or abortifacient effects. Because there is an unknown but potential risk for adverse events in nursing infants secondary to treatment of the mother with XL184 and nivolumab, breastfeeding should be discontinued if the mother is treated with XL184 and nivolumab.",no-pregnancy-nursing
"Pregnant women are excluded from this study due to the potential toxicity in pre-clinical reproductive studies; in addition, there is an unknown but potential risk for adverse events in nursing infants secondary to treatment of the mother with MEDI-570; breastfeeding should be discontinued if the mother is treated with MEDI-570",no-pregnancy-nursing
"Pregnant women are excluded from this study. Because there is an unknown but potential risk for AEs in nursing infants secondary to treatment of the mother with tamoxifen, breastfeeding should be discontinued by nursing mothers who agree to participate in the study.",no-pregnancy-nursing
Pregnant women are excluded from this study; breastfeeding should be discontinued,no-pregnancy-nursing
Pregnant women are excluded from this study; breastfeeding should be discontinued if the mother is treated with any of these agents.,no-pregnancy-nursing
Pregnant women are excluded from this study; breastfeeding should be discontinued if the mother is treated with atezolizumab,no-pregnancy-nursing
"Pregnant women are excluded from this study; breastfeeding should be discontinued if the mother is treated with atezolizumab, gemcitabine, and oxaliplatin",no-pregnancy-nursing
Pregnant women are excluded from this study; breastfeeding should be discontinued if the mother is treated with atezolizumab.,no-pregnancy-nursing
Pregnant women are excluded from this study; breastfeeding should be discontinued if the mother is treated with CDX-1127 (varlilumab) or nivolumab .,no-pregnancy-nursing
Pregnant women are excluded from this study; breastfeeding should be discontinued if the mother is treated with indium In 111 (111In-) and 90Y-basiliximab-DOTA,no-pregnancy-nursing
Pregnant women are excluded from this study; breastfeeding should be discontinued if the mother is treated with these agents,no-pregnancy-nursing
Pregnant women are excluded from this study; breastfeeding should be discontinued if the mother is treated with VX-970; these potential risks may also apply to other agents used in this study,no-pregnancy-nursing
Pregnant women are excluded from this study; breastfeeding should be discontinued; these potential risks may also apply to other agents used in this study,no-pregnancy-nursing
"Pregnant women may not participate in this study because with cabozantinib, nivolumab, and ipilimumab have potential for teratogenic or abortifacient effects. Because there is an unknown but potential risk for adverse events in nursing infants secondary to treatment of the mother with cabozantinib, nivolumab, and ipilimumab, breastfeeding should be discontinued if the mother is treated with these agents.",no-pregnancy-nursing
"Pregnant women or nursing mothers are not eligible for this trial. Patients of child bearing potential must use adequate contraception (contraceptive pill, or intrauterine device ((IUD)), or two mechanical barriers).",no-pregnancy-nursing
Pregnant women or women of reproductive ability who are unwilling to use 2 effective methods of contraception from the time of signing the informed consent form through 90days after the last dose of study drug,no-pregnancy-nursing
Pregnant women or women of reproductive ability who are unwilling to use effective contraception,no-pregnancy-nursing
Pregnant women or women of reproductive ability who are unwilling to use highly effective contraception.,no-pregnancy-nursing
Pregnant women or women of reproductive ability who are unwilling to use two effective methods of contraception from the time of signing the informed consent form through 4 months after the last dose of study drug,no-pregnancy-nursing
Pregnant women will be excluded.,no-pregnancy-nursing
"pregnant women, children, prisoners, institutionalized individuals",no-pregnancy-nursing
"Pregnant women, or women of childbearing potential without a negative pregnancy test (serum or urine) within 7 days prior to randomization, irrespective of the method of contraception used, are excluded from this study because the effect of palbociclib on a developing fetus is unknown. Breastfeeding must be discontinued prior to study entry.",no-pregnancy-nursing
"Pregnant women, or women of childbearing potential without a negative pregnancy test (serum or urine) within 7 days prior to registration, irrespective of the method of contraception used, are excluded from this study because the effect of palbociclib on a developing fetus is unknown. Breastfeeding should be discontinued prior to study entry.",no-pregnancy-nursing
"Pregnant women, or women who intend to become pregnant during the study are excluded from this study because of potential teratogenic effects associated with acalabrutinib, R-CHOP, and/or DA-EPOCH-R",no-pregnancy-nursing
"Pregnant women, or women who intent to become pregnant during the study, are excluded from this study because Revlimid has known teratogenic effects and venetoclax, ibrutinib and obinutuzumab are agents with the potential for teratogenic or abortifacient effects. Because there is an unknown but potential risk for adverse events in nursing infants secondary to treatment of the mother with these agents, breastfeeding should be discontinued if the mother is treated on study.",no-pregnancy-nursing
"Pregnant women, women planning to become pregnant and women that are nursing.",no-pregnancy-nursing
"Pregnant, intending to become pregnant, or breastfeeding",no-pregnancy-nursing
"Pregnant, lactating, or intending to become pregnant during the study",no-pregnancy-nursing
"Pregnant, planning to become pregnant, or nursing",no-pregnancy-nursing
Pregnant/nursing.,no-pregnancy-nursing
"Progestogen-only hormonal contraception associated with inhibition of ovulation (oral, injectable, implantable)",no-pregnancy-nursing
Progestogen-only hormonal contraception associated with inhibition of ovulation:,no-pregnancy-nursing
"RANDOMIZED PHASE II (ARMS K AND L): Women must not be pregnant or breast-feeding due to risk of fetal harm by the chemotherapeutic agents prescribed in this protocol; all females of childbearing potential must have a blood test or urine study within 24 hours prior to enrollment to rule out pregnancy; a female of childbearing potential is any woman, regardless of sexual orientation or whether they have undergone tubal ligation, who meets the following criteria:",no-pregnancy-nursing
"RANDOMIZED PHASE II (ARMS K AND L): Women of childbearing potential (WOCBP) and sexually active males must either abstain from sexual intercourse for the duration of their participation in the study or agree to use both double barrier contraception and birth control pills or implants for at least one week prior to the start of the study drug and continuing for 5 months after the last dose of study drug (for female patients) and for 7 months after the last dose of study drug (for male patients who are sexually active with WOCBP); should a woman become pregnant or suspect she is pregnant while she or her partner is participating in this study, she (or the participating partner) should inform the treating physician immediately",no-pregnancy-nursing
"RECIPIENT: Agreement by females of childbearing potential and males with partners of childbearing potential to use effective contraception (hormonal or barrier method or abstinence) prior to study entry and for up to 90 days post-HCT. Should a woman become pregnant or suspect that she is pregnant while participating on the trial, she should inform her treating physician immediately",no-pregnancy-nursing
RECIPIENT: Negative serum or urine beta-human chorionic gonadotropin (HCG) test (female patient of childbearing potential only) within two weeks of registration,no-pregnancy-nursing
RECIPIENT: Pregnant women and women who are lactating. The risks of CMV-MVA-Triplex to pregnant women are unknown. Because there is an unknown but potential risk for adverse events in nursing infants secondary to treatment of the mother. Breastfeeding should be discontinued if the mother is enrolled on this study,no-pregnancy-nursing
Recommendation is for 2 effective contraceptive methods during the study,no-pregnancy-nursing
refrain from breast feeding and donating oocyte,no-pregnancy-nursing
Refrain from donating sperm,no-pregnancy-nursing
Refrain from donating sperm.,no-pregnancy-nursing
Refrain from sperm donation:,no-pregnancy-nursing
REGISTRATION TO STEP 2 ELIGIBILITY CRITERIA: Pregnant women are excluded from this study; breastfeeding should be discontinued,no-pregnancy-nursing
"Serum or urine pregnancy test must be negative within 7 days of randomization in women of childbearing potential. Pregnancy testing does not need to be pursued in patients who are judged as postmenopausal before randomization, as determined by local practice, or who have undergone bilateral oophorectomy, total hysterectomy, or bilateral tubal ligation. Women of childbearing potential and male patients randomized into the study must use adequate contraception for the duration of protocol treatment and for 6 months after the last treatment with palbociclib if they are in Arm A and for 7 months after last treatment with trastuzumab if in either Arm A or Arm B. Adequate contraception is defined as one highly effective form (i.e. abstinence, (fe)male sterilization OR two effective forms (e.g. non-hormonal IUD and condom / occlusive cap with spermicidal foam / gel / film / cream / suppository).",no-pregnancy-nursing
"Serum or urine pregnancy test must be negative within 7 days of starting study treatment in women of childbearing potential. Women of childbearing potential and men with female partners who are able to become pregnant are required to use a highly effective form of barrier contraception for the duration of the study and for 90 days after the last dose of study drug. Adequate contraception is defined as abstinence or two forms non hormonal contraception, which is a combination of two forms of the following:",no-pregnancy-nursing
"Serum pregnancy test (for females of childbearing potential) negative at screening, and negative serum or urine pregnancy test at baseline prior to treatment administration.",no-pregnancy-nursing
Sexual abstinence (reliability to be evaluated in relation to the duration of the clinical trial and the preferred and usual lifestyle of the patient).,no-pregnancy-nursing
sexual abstinence in accordance with an individual's lifestyle,no-pregnancy-nursing
"Sexual abstinence, which is defined as refraining from heterosexual intercourse during the entire period of risk associated with the study treatments; the reliability of sexual abstinence must be evaluated in relation to the duration of the trial and the preferred and usual lifestyle of the subject.",no-pregnancy-nursing
Sexually active females of child bearing potential and males with partners of child bearing potential must agree to use effective contraception during therapy and for 4 months after completion of therapy,no-pregnancy-nursing
Sexually active females of childbearing potential and males with partners of child-bearing potential must agree to use adequate birth control during study treatment.,no-pregnancy-nursing
"Sexually active fertile subjects and their partners must agree to use medically accepted methods of contraception (eg, barrier methods, including male condom, female condom, or diaphragm with spermicidal gel) during the course of the study and for 5 months after the last dose of study treatment.",no-pregnancy-nursing
"Sexually active male and female patients of childbearing potential must agree to use an effective method of birth control (e.g., barrier methods with spermicides, oral or parenteral contraceptives and/or intrauterine devices) during the entire duration of the study and for 6 months after final administration of MCLA-128.",no-pregnancy-nursing
Sexually active male subjects must use a barrier method of contraception during the study and agree to continue the use of male contraception for at least 30 days after the last dose of study drug.,no-pregnancy-nursing
"Sexually active male unless he uses a condom during intercourse while taking chemotherapy drug(s) and for 6 months after stopping chemotherapy treatment, and should not father a child in this period or as per the local label. A condom is required to be used also by a vasectomized man in order to prevent potential delivery of the standard of care anti-cancer drugs via seminal fluid. Note: Sexually active male patients and their partners who are women of childbearing potential should follow the contraception recommendations and any other precautionary",no-pregnancy-nursing
"Sexually active males must agree to use a condom during sexual contact with a pregnant female or a female of child-bearing potential (FCBP) for the course of the study through to 18 months after the last dose of obinutuzumab, 28 days after the last dose of lenalidomide and 30 days after the last dose of venetoclax, whichever is longer, even if he has undergone a successful vasectomy.",no-pregnancy-nursing
Sexually active males unless they use a condom during intercourse while taking drug and for 30 days after stopping study treatment and should not father a child in this period.,no-pregnancy-nursing
Sexually active males unless they use a condom during intercourse while taking drug and for 7 days after stopping treatment and should not father a child in this period. A condom is required to be used also by vasectomized men as well as during intercourse with a male partner in order to prevent delivery of the drug via semen.,no-pregnancy-nursing
Sexually active males unless they use a condom during intercourse while taking the drug and for 21 days after stopping treatment and should not father a child in this period; Note: A condom is required to be used also by vasectomized men in order to prevent delivery of the drug via seminal fluid,no-pregnancy-nursing
Sexually active males.,no-pregnancy-nursing
Sexually active men not using birth control if their partners are women of reproductive age.,no-pregnancy-nursing
Sexually active patients must be willing to utilize one of the more effective birth control methods during the study and for 3 months after the study is concluded. The male partner should use a condom.,no-pregnancy-nursing
Sexually active patients must be willing to utilize one of the more effective birth control methods during the study and for 6 months after ATL infusion. The male partner should use a condom.,no-pregnancy-nursing
Sexually active patients must be willing to utilize one of the more effective birth control methods during the study and for 6 months after the study is concluded. The male partner should use a condom.,no-pregnancy-nursing
Sexually active patients must be willing to utilize one of the more effective birth control methods for 6 months after the ATL infusion. Male partner should use a condom.,no-pregnancy-nursing
Sexually active patients must be willing to utilize one of the more effective birth control methods for 6 months after the CTL infusion. The male partner should use a condom.,no-pregnancy-nursing
Sexually active patients of reproductive potential are not eligible unless they agree to use an effective contraceptive method for the duration of treatment and for 3 months after stopping treatment,no-pregnancy-nursing
Sexually active patients of reproductive potential are not eligible unless they have agreed to use an effective contraceptive method for the duration of their study participation.,no-pregnancy-nursing
Sexually active patients of reproductive potential who have not agreed to use an effective contraceptive method for the duration of their study participation,no-pregnancy-nursing
Sexually active patients of reproductive potential who have not agreed to use an effective contraceptive method for the duration of their study participation.,no-pregnancy-nursing
"Sexually active subjects (men and women) must agree to use medically accepted barrier methods of contraception (e.g., male or female condom) during the course of the study and for 4 months after the last dose of study drug(s), even if oral contraceptives are also used. All subjects of reproductive potential must agree to use both a barrier method and a second method of birth control during the course of the study and for 4 months after the last dose of study drug(s).",no-pregnancy-nursing
"Sexually active women of child-bearing potential and men must agree to use adequate contraception (hormonal or barrier method of birth control; abstinence) prior to study treatment and for the duration of study treatment; should a woman become pregnant or suspect she is pregnant while participating in this study, she should inform her treating physician immediately",no-pregnancy-nursing
"Sexually active women of child-bearing potential with a non-sterilized male partner and sexually active men must agree to use 2 methods of adequate contraception (hormonal plus barrier or 2 barrier forms) OR abstinence prior to study entry, for the duration of study participation, and for 3 months following last dose of study drugs.",no-pregnancy-nursing
"Should a female of child-bearing potential become pregnant or suspect she is pregnant while she or her partner is participating in this study, she (or the participating partner) should inform the treating physician immediately",no-pregnancy-nursing
"Should a female of child-bearing potential become pregnant or suspect she is pregnant while she or her partner is participating in this study, she (or the participating partner) should inform the treating physician immediately.",no-pregnancy-nursing
"Should a woman become pregnant or suspect she is pregnant while she is participating in this study, she should inform her treating physician immediately.",no-pregnancy-nursing
"Should a woman become pregnant or suspect she is pregnant while she or her partner is participating in this study, she (or the participating partner) should inform the treating physician immediately; if, following initiation of the investigational product, it is subsequently discovered that a study subject is pregnant or may have been pregnant at the time of investigational product exposure, including during at least 6 half-lives after product administration, the investigational product will be permanently discontinued in an appropriate manner (e.g., dose tapering if necessary for subject safety); the investigator must immediately notify BMS of this event and record the pregnancy on the Pregnancy Surveillance Form (not an severe adverse event [SAE] form); initial information on a pregnancy must be reported immediately to BMS, and the outcome information provided once the outcome is known; completed Pregnancy Surveillance Forms must be forwarded to BMS according to SAE reporting procedures; any pregnancy that occurs in a female partner of a male study participant should be reported to the sponsor. Information on this pregnancy will be collected on the Pregnancy Surveillance Form; protocol-required procedures for study discontinuation and follow-up must be performed on the subject unless contraindicated by pregnancy (e.g., X-ray studies); other appropriate pregnancy follow-up procedures should be considered if indicated. In addition, the investigator must report and follow-up on information regarding the course of the pregnancy, including perinatal and neonatal outcome. Infants should be followed for a minimum of 8 weeks",no-pregnancy-nursing
"Should a woman become pregnant or suspect she is pregnant while she or her partner is participating in this study, she should inform her treating physician immediately",no-pregnancy-nursing
"Should a woman become pregnant or suspect she is pregnant while she or her partner is participating in this study, she should inform her treating physician immediately.",no-pregnancy-nursing
"Should a woman become pregnant or suspect that she is pregnant while she or her partner is participating in this study, she should inform the treating physician immediately.",no-pregnancy-nursing
"Subject is a female who is pregnant, nursing or breastfeeding, or who intends to become pregnant during the participation in the study.",no-pregnancy-nursing
"Subject is a female who is pregnant, nursing, or breastfeeding 27. For a subject randomized to Treatment Arm B and will be on a POM- or LEN-containing regimen; unable or unwilling to undergo protocol required thromboembolism prophylaxis.",no-pregnancy-nursing
"Subject is a female who is pregnant, nursing, or breastfeeding, or who intends to become pregnant during participation in the study.",no-pregnancy-nursing
"Subject is a female who is pregnant, nursing, or breastfeeding, or who intends to become pregnant during the participation in the study.",no-pregnancy-nursing
Subject is a woman who is pregnant or breastfeeding or planning to become pregnant while enrolled in this study or within 6 months after the last dose of investigational product.,no-pregnancy-nursing
"Subject is a woman who is pregnant, or breast-feeding, or planning to become pregnant while enrolled in this study or within 6 months after the last dose of study drug.",no-pregnancy-nursing
Subject is pregnant or breastfeeding (Note: breast milk cannot be stored for future use while the mother is being treated on the study. Subject must abstain from breastfeeding for 150 days after end of study).,no-pregnancy-nursing
"Subject is pregnant or breastfeeding, or planning to become pregnant while enrolled in the study, up to the EOS visit.",no-pregnancy-nursing
Subject is pregnant or lactating (Note: Breast milk cannot be stored for future use while the mother is being treated on study).,no-pregnancy-nursing
Subject is pregnant or lactating and does not agree to stop breastfeeding.,no-pregnancy-nursing
Subject is pregnant or lactating.,no-pregnancy-nursing
Subject is pregnant.,no-pregnancy-nursing
Subjects (women of child-bearing potential and males) must be willing to use viable contraception method that is deemed effective by the investigator throughout the treatment period and for at least three months following the last dose of study drug. Postmenopausal women must have been amenorrheic for at least 12 months to be considered of non-childbearing potential.,no-pregnancy-nursing
Subjects (women of child-bearing potential and males) must be willing to use viable contraception method that is deemed effective by the investigator throughout the treatment period and for at least three months following the last dose of study drug. Postmenopausal women must have been amenorrhoeic for at least 12 months to be considered of non-childbearing potential.,no-pregnancy-nursing
Subjects must agree to use appropriate contraception.,no-pregnancy-nursing
Subjects must agree to use barrier contraceptive methods throughout the study period up until at least 90 days post last palbociclib dose.,no-pregnancy-nursing
"Subjects must not be pregnant or breastfeeding, or expecting to conceive or father children within the projected duration of the trial, starting with the screening visit through 120 days after the final dose of study medication.",no-pregnancy-nursing
Subjects of both genders of child-bearing potential who are not willing to practice birth control from the time of consent through 6 months after the completion of KTE-C19,no-pregnancy-nursing
Subjects of both genders of child-bearing potential who are not willing to practice birth control from the time of consent through 6 months after the completion of KTE-X19,no-pregnancy-nursing
Subjects of both genders who are not willing to practice birth control from the time of consent through 6 months after the completion of axicabtagene ciloleucel,no-pregnancy-nursing
"Subjects of both genders who are not willing to practice birth control from the time of consent through 6 months after the completion of conditioning chemotherapy or axicabtagene ciloleucel infusion, whichever is longer.",no-pregnancy-nursing
Subjects of child bearing or child fathering potential must be willing to practice birth control from the time of enrollment on this study and for four (4) months after receiving the preparative regimen; females of child bearing potential must have a negative pregnancy test,no-pregnancy-nursing
Subjects of childbearing potential are those who have not been surgically sterilized or have not been free from menses for > 1 year.,no-pregnancy-nursing
"Subjects of child-bearing potential who are not willing to practice birth control from the time of consent through 6 months after the administration of conditioning chemotherapy or KTE-X19, whichever is longer.",no-pregnancy-nursing
"Subjects of reproductive potential and their partners must agree to either to abstain continuously from heterosexual intercourse or to use 2 methods of reliable birth control simultaneously to begin 4 weeks prior to initiating treatment with LEN until 28 days after the last dose of MT-3724 or LEN. The investigator or a designated associate should advise the subject how to achieve adequate contraception. The following birth control methods may be considered: one highly effective form of contraception - tubal ligation, IUD, hormonal (birth control pills, injections, hormonal patches, vaginal rings, or implants), or partner's vasectomy, and one additional effective contraceptive method - male latex or synthetic condom, diaphragm, or cervical cap.",no-pregnancy-nursing
Subjects of reproductive potential and their partners must agree to either to abstain continuously from heterosexual intercourse or to use a reliable birth control method between signing the informed consent until 6 months following the last dose of MT-3724 or GEMOX. The investigator or a designated associate should advise the subject how to achieve adequate contraception. The following birth control methods may be considered as adequate,no-pregnancy-nursing
"Subjects of reproductive potential must agree to use acceptable birth control methods, as described in protocol Section 4.3.",no-pregnancy-nursing
Subjects who are of childbearing potential must have a negative serum pregnancy test at Screening and within 96 hours before Week 1 dosing.,no-pregnancy-nursing
Subjects who are pregnant or intend to become pregnant during participation in the study.,no-pregnancy-nursing
"Subjects who have a positive serum human chorionic gonadotropin (hCG), are pregnant or lactating are ineligible",no-pregnancy-nursing
"The effects of abiraterone, olaparib or the combination of both on the developing human fetus at the recommended therapeutic dose are unknown. Men must agree to use adequate contraception prior to study entry, for the duration of study participation and for at least 3 months thereafter.",no-pregnancy-nursing
"The effects of brentuximab vedotin and ibrutinib on the developing fetus is unknowm; for this reason, women of child-bearing potential and men must agree to use adequate contraception (hormonal or barrier method of birth control or abstinence) prior to study entry and for six months following duration of study participation; should a woman become pregnant or suspect that she is pregnant while participating on the trial, she should inform her treating physician immediately",no-pregnancy-nursing
The effects of cabozantinib and nivolumab on the developing human fetus are unknown. Women of childbearing potential (WOCBP) must have a negative serum or urine pregnancy test at screening. WOCBP must agree to use adequate contraception (barrier method of birth control or abstinence) prior to study entry and for the duration of study participation. WOCBP should use an adequate method to avoid pregnancy for 7 months after the last dose of investigational drug. Women must not be breastfeeding.,no-pregnancy-nursing
"The effects of CAR-37 T cells on the developing human fetus are unknown. For this reason, women of child-bearing potential and men with partners of childbearing potential must agree to use adequate contraception (hormonal or barrier method of birth control; abstinence) prior to leukapheresis and until 6 months post CAR-37 infusion. Should a woman become pregnant or suspect she is pregnant while she or her partner is participating in this study, she should inform her treating physician immediately. Men with partners of childbearing potential treated or enrolled on this protocol must also agree to use adequate contraception prior to the study and until 4 months after last CAR-37 T cells administration.",no-pregnancy-nursing
"The effects of Carfilzomib on the developing human fetus are unknown. For this reason and because chemotherapeutic agents used in this study are known to be teratogenic, women of child-bearing potential and men must agree to use adequate contraception (double barrier method of birth control or abstinence) 2 weeks prior to initiation of treatment, for the duration of study participation and for 3 months after completing treatment. Should a woman become pregnant or suspect that she is pregnant while she or her partner is participating in this study, she should inform the treating physician immediately. Men must agree to refrain from sperm donation for at least 90 days after the last dose of carfilzomib.",no-pregnancy-nursing
"The effects of CB-839 HCl on the developing human fetus are unknown. For this reason and because carfilzomib caused embryo-fetal toxicity in pregnant rabbits at doses lower than the recommended dose, women of child-bearing potential and men must agree to use two effective methods of contraception (hormonal or barrier method of birth control; abstinence) prior to study entry, for the duration of study participation, and 4 months after completion of CB-839 HCl, carfilzomib, and dexamethasone administration. Should a woman become pregnant or suspect she is pregnant while she or her partner is participating in this study, she should inform her treating physician immediately. Men treated or enrolled on this protocol must also agree to use adequate contraception prior to the study, for the duration of study participation, and 4 months after completion of CB-839 HCl, carfilzomib, and dexamethasone administration.",no-pregnancy-nursing
"The effects of copanlisib and nivolumab on the developing human fetus are unknown. For this reason, and because the study drugs used in this trial are known to be teratogenic, females of child-bearing potential must agree to use adequate contraception (hormonal or barrier method of birth control; abstinence) prior to study entry, for the duration of study participation and for 5 months after the last dose of study drug. Males who are the sexual partners of a female of child-bearing potential must use any contraceptive method with a failure rate of less than 1% per year for the duration of study participation and for a period of 7 months after the last dose of study drug. These periods of required use of contraception have been calculated using the upper limit of the half-life for nivolumab (25 days) and are based on the protocol requirement that females of child-bearing potential use contraception for 5 months and males who are the sexual partners of females of child-bearing potential use contraception for 7 months.",no-pregnancy-nursing
"The effects of copanlisib and nivolumab on the developing human fetus are unknown; for this reason, and because the study drugs used in this trial are known to be teratogenic, females of child-bearing potential must agree to use adequate contraception (hormonal or barrier method of birth control; abstinence) prior to study entry, for the duration of study participation and for 5 months after the last dose of study drug; males who are the sexual partners of a female of child-bearing potential must use any contraceptive method with a failure rate of less than 1% per year for the duration of study participation and for a period of 7 months after the last dose of study drug; these periods of required use of contraception have been calculated using the upper limit of the half-life for nivolumab (25 days) and are based on the protocol requirement that females of child-bearing potential use contraception for 5 months and males who are the sexual partners of females of child-bearing potential use contraception for 7 months",no-pregnancy-nursing
"The effects of ibrutinib and TEDDI-R on the developing human fetus are unknown. For this reason, male and female patients must agree to use highly effective methods of birth control. A highly effective method of birth control is defined as a method that has a low failure rate (i.e., less than 1% per year) when used consistently and correctly and includes implants, injectables, birth control pills with two hormones, some intrauterine devices (IUDs). Male subject cannot use highly effective methods and are required to use barrier. The specific guidelines are as follows:",no-pregnancy-nursing
"The effects of ibrutinib on the developing human fetus are unknown. For this reason and because tyrosine kinase inhibitors as well as other therapeutic agents used in this trial may be teratogenic, women of non-reproductive potential and men must agree to use adequate contraception (hormonal or barrier method of birth control; abstinence) prior to study entry.",no-pregnancy-nursing
"The effects of ibrutinib or LY3214996 on the developing human fetus are unknown. For this reason and because anti-cancer agents are known to be teratogenic, women of child-bearing potential and men must agree to use adequate contraception (hormonal or barrier method of birth control; abstinence) prior to study entry and for the duration of study participation. Should a woman become pregnant or suspect she is pregnant while she or her partner is participating in this study, she should inform her treating physician immediately. Men treated or enrolled on this protocol must also agree to use adequate contraception prior to the study, for the duration of study participation, and 4 months after completion of ibrutinib or LY3214996 administration.",no-pregnancy-nursing
"The effects of LMP744 on the developing human fetus are unknown. For this reason, women of child-bearing potential and men must agree to use adequate contraception (hormonal or barrier method of birth control; abstinence) prior to study entry and for the duration of study participation. Should a woman become pregnant or suspect she is pregnant while she or her partner is participating in this study, she should inform her treating physician immediately. Women and men treated or enrolled on this protocol must also agree to use adequate contraception prior to the study, for the duration of study participation, and 4 months after completion of LMP744 administration.",no-pregnancy-nursing
"The effects of MEDI-570 on the developing human fetus are unknown; for this reason, women of child-bearing potential and men must agree to use adequate contraception (hormonal or barrier method of birth control; abstinence) prior to study entry, during the study participation, and for 3 months after the last dose of the drug; should a woman become pregnant or suspect she is pregnant while she or her partner is participating in this study, she should inform her treating physician immediately; men treated or enrolled on this protocol must have either had a prior vasectomy or agree to use effective contraception prior to the study, during the study, and for 3 months after the last dose of the drug; males should avoid fathering children during and for at least three months after therapy is completed",no-pregnancy-nursing
"The effects of MK-3475 (pembrolizumab) in combination with KW-0761 (mogamulizumab) on the developing human fetus are unknown; for this reason, women of child-bearing potential and men must agree to use adequate contraception (hormonal or barrier method of birth control; abstinence) prior to study entry and for the duration of study participation, and 6 months after completion of MK-3475 (pembrolizumab) in combination with KW-0761 (mogamulizumab) administration; should a woman become pregnant or suspect she is pregnant while she or her partner is participating in this study, she should inform her treating physician immediately; men treated or enrolled on this protocol must also agree to use adequate contraception prior to the study, for the duration of study participation, and 6 months after completion of MK-3475 (pembrolizumab) in combination with KW-0761 (mogamulizumab) administration",no-pregnancy-nursing
"The effects of navitoclax, dabrafenib, and trametinib on the developing human fetus are unknown; for this reason, women of child-bearing potential and men with partners of childbearing potential must agree to use adequate contraception (barrier method of birth control, or abstinence; hormonal contraception is not allowed due to drug-drug interactions which can render hormonal contraceptives ineffective) prior to study entry, for the duration of study participation, and for 4 months after completion of study drug administration; should a woman become pregnant or suspect she is pregnant while she is participating in this study, she should inform her treating physician immediately; based on studies in animals, it is also known that dabrafenib may cause damage to the tissue that makes sperm; this may cause sperm to be abnormal in shape and size and could lead to infertility, which may be irreversible; safety and efficacy of the combination of dabrafenib and trametinib in pediatric populations have not been investigated; dabrafenib or trametinib-dabrafenib combination should not be administered to pediatric populations outside clinical trials",no-pregnancy-nursing
"The effects of NeoVax and poly-ICLC on the developing human fetus are unknown. For this reason, women of childbearing potential (WOCBP) must have a negative pregnancy test (minimum sensitivity 25 IU/L or equivalent of HCG) before entry onto the trial and within 7 days prior to start of study medication. It is the investigators' responsibility to repeat the pregnancy test should start of treatment be delayed.",no-pregnancy-nursing
"The effects of NeoVax and poly-ICLC on the developing human fetus are unknown. For this reason, women of childbearing potential (WOCBP) must have a negative pregnancy test (serum) before entry onto the trial and within 7 days prior to start of study vaccination.",no-pregnancy-nursing
"The effects of neratinib, capecitabine, and T-DM1 on the developing human fetus are not known. For this reason, women of child-bearing potential and men must agree to use adequate contraception (hormonal or barrier method of birth control; abstinence) prior to study entry and for the duration of study participation. Should a woman become pregnant or suspect she is pregnant while participating in this study, she should inform her treating physician immediately.",no-pregnancy-nursing
"The effects of nivolumab and ipilimumab on the developing human fetus are unknown; for this reason and because other therapeutic agents used in this trial are known to be teratogenic, women of childbearing potential (WOCBP) and men must agree to use adequate contraception (hormonal or barrier method of birth control; abstinence) prior to study entry and for the duration of study participation; WOCBP should use an adequate method to avoid pregnancy for 6 months after the last dose of investigational drug; women of childbearing potential must have a negative serum or urine pregnancy test (minimum sensitivity 25 IU/L or equivalent units of human chorionic gonadotropic [HCG]) within 72 hours prior enrollment and the start of nivolumab; women must not be breastfeeding; men who are sexually active with WOCBP must use any contraceptive method with a failure rate of less than 1% per year; men receiving nivolumab and who are sexually active with WOCBP will be instructed to adhere to contraception for a period of 31 weeks after the last dose of investigational product; women who are not of childbearing potential (i.e., who are postmenopausal or surgically sterile as well as azoospermic men) do not require contraception; WOCBP receiving nivolumab will be instructed to adhere to contraception for a period of 6 months after the last dose of investigational product; men receiving nivolumab and who are sexually active with WOCBP will be instructed to adhere to contraception for a period of 31 weeks after the last dose of investigational product; should a woman become pregnant or suspect she is pregnant while she or her partner is participating in this study, she (or the participating partner) should inform the treating physician immediately",no-pregnancy-nursing
